vert1_id,vert2_id,message_text,SKI,MKI,DKI,SKC,MKC,DKC,week,is_reply,participatory_role
T,M,"M, I really enjoy reading your posts and the sincerity you bring to your reflections. It is great to see someone so passionate leading our future teachers! I was beginning my teacher education classes back in 2001 and I remember how much WebQuests were a cutting edge thing. Now looking back on some of those things, although very rudimentary, they were extremely important to the development of the software we are using today.You also bring up a good point about checking sources and finding legitimate information. I remember being warned about Wikipedia early in those teacher education courses for the possibility of phoney information, but I would argue that it is not the case anymore. In our age of digital access and cross checking of facts by millions of people, misinformation doesn't stay long on the internet. It's an open platform that is patrolled by some very focused individuals and is constantly being updated to reflect changes that may happen within minutes of things happening like deaths, marriages, elections, statistics, or even births.Not to get sidetracked, but you bring up a very good point in students being able to identify bias when researching information. It seems like something I take for granted, but its important for our students, who are so entrenched in internet research, to recognize those things. Again, thank you for your thoughtful and enriching post!",0,0,0,0,2,0,Week 12,0,Starter
M,T,"This was a great week!  I've enjoyed it b/c I see immediate application to the work I do in teacher education.  Plus, who the heck knew about Google drawing?  I discovered, thanks to you, that you could import an image and then draw on it.  So, in a social studies classroom you could use this feature to examine a primary document by projecting, say, the US Constitution and use the drawing feature to circle interesting information (e.g., ""we the people).  I've felt frustrated when not in a room with a SMART board where you can do this.  Now I have an alternative!  Thank you!",0,0,0,0,1,0,Week 12,0,Starter
E,ins,"a) What made you choose this tool?I looked at the Student assessment lesson path which had various student response tools (Socratic, Turningpoint, Infuse Learning) - All the tools were pretty similar in nature - a range of bells and whistles for ""clickers""have real world relevance? Well, it would really be up to the instructor to make sure that the questions that were put into the tool had real world relevance.provide opportunity for students to examine the task from different perspectives, using a variety of resources? Not really, you would have to really stretch the idea of concepttest questions to scaffold students to consider different perspectives in responding.provide opportunity to collaborate? No, the benefit is that it allows individual student responses. I suppose the faculty could use it for some sort of think, pair, share and gather a collective response.what else?You could certainly apply this across subject matter. It is not about students creating but if the instructor was good at question design it could get students to be more metacognitive.",0,2,1,0,0,0,Week 12,1,Regular
K,E,"E,I agree with you that it is really up to the instructor to make sure that the questions that were put into the tool had real world relevance. The instructor is one who is able to do so much more with the tool in making is resourceful than they can imagine.",0,0,0,0,1,0,Week 12,0,Regular
I,ins,"What made you choose this tool?The tool I chose was writing a resume under the business studies. I thought that learning more about what one should and shouldn't include in their resume is something that is important to know. This tool is a helpful tool especially for those with little to no knowledge of how to write a resume, and if they don't know where to start, this is a good start.How does the tool promote authentic learning? Specifically, how does it align with the six key characteristics of successful activities described on Page 2 of the EduCause article above?This tool promotes authentic learning through which one learns how to compile information on their self for their employer. Specifically, this tool is align with the six key characteristics of successful activities described on page 2 of the EduCause article with having real-world relevance. Writing a resume has real-world relevance because in order to get a job, we fill out our resume and send it in to our future employers. We must know what we should and shouldn't do when filling out a resume. It also allow competing solutions and diverse outcomes because one can write their resume however they wish. If one knows how to write a resume there will definitely be some competing solutions because it's about what they want the employer to know about them in 20 seconds.",0,0,2,0,0,0,Week 12,1,Regular
K,I,"I,I never really thought about the outcomes if everyone really knew how to write their resume. I liked how you mentioned that if everyone understands what kind of information they should be putting down on their resume competing solutions for employer's attention would present. Within that 20 seconds of trying to show an employer your qualifications could be saved from this tool.",0,0,0,0,1,0,Week 12,0,Regular
H,I,"Hi I,I too looked at this as I am currently in the process of creating mine.it was very helpful as it was to the point and gave us great examples that we could take away and use immediately.",0,0,0,0,1,0,Week 12,0,Starter
K,ins,"I chose animoto for teachers because I thought it would be something interesting to know a little bit more about. I knew a little bit about animoto before, but this video does a good job at capturing what teachers must know about using animoto. This tool promotes authentic learning in a different kind of way that isn't always what we are used to. I like how animoto has music included in the presentation making us not only able to visually see and read things, we are also able to include music in the background keeping out brains awake. Animoto helps ""create polished products valuable in their own right rather than as preparation for something else"" in a way you are creating a polished product of your own, and at the same time it is prepared. You get to add whatever you want into your presentation and also include a visual image for your learners. Animoto also allow competing solutions and diverse outcomes for teachers. Teachers could design their lectures however they want to and present it in an artistic way. This tool aligns with the six key characteristics of successful activities described on Page 2 of the EduCause article in several other ways.",0,2,1,0,0,0,Week 12,1,Regular
R,K,"K, thanks for sharing this! sounds like a good way to do presentation~ I'd like to try it and design my slides in a more artistic way~",0,0,0,1,0,0,Week 12,0,Leader
N,ins,"I chose the Getting Ready for College - Preparation Playlist. It took me to a YouTube video that provides a 8-step process to get a higher score on the SAT. I tried to relate it to the six key characteristics of successful activities, but the video did not really meet those characteristics fully, but it did provide useful information. Real-world relevance: the steps outlined definitely had real world application since it would help students achieve a higher score which is the intended outcome of the course;provide opportunity for students to examine the tasks from different perspectives, using a variety of resources: the video points students to resources they might want to consult, but it does not provide those resources. _One of the things it talks about is how students can approach the SAT by using a variety of techniques to eliminate incorrect answers;provide opportunity to collaborate: it can be used to collaborate with others since it can be shared who might also be studying for the test;integrate and apply across different subject areas and lead beyond domain-specific outcomes: using a video to teach preparatory courses can be applied to many courses;create polished products valuable in their own right rather than as preparation for something else: the goal of the video was to prepare students to successfully pass the SAT exam. In that sense its intended outcome was a preparation for something else;allow competing solutions and diverse outcomes: I am sure I understand what this characteristic means.These characteristics are probably too narrowly defined to apply to teaching and learning that leads to authentic learning. Moreover, the authors did not fully elaborate on what these really mean; as such it is difficult to align them with the tool that I looked it.",0,1,2,0,0,0,Week 12,1,Peripheral
G,ins,"follow-up to the carbonmade and google drawing: I posted this in the ""problems"" discussion thread that B had started, but am re-posting it here as well. T, your Carbonmade account was out of projects. Here's the link to my google drawing instead: https://docs.google.com/drawings/d/1TETkIX1k4p5vDaKkO0T1oQZ110ILD4q...That was a fun activity. I'm glad that the google drawing has limited capabilities because I could have easily spent the good part of an afternoon working with it! It reminded me of when I would use Photoshop for our high school yearbook layouts - I got lost in that for a long while :)",0,1,1,0,0,0,Week 12,1,Mediator
Q,ins,"http://www.lessonpaths.com/learn/i/how-parents-can-become-strong-te...I chose the Sheppard software math games as math is an area of concern for many students and parents helping out with it through games is a really fun idea. The games I chose provide real pictures of fruits etc to demonstrate familiarity to the students and have numbers embedded for multiplying etc. Then, a set of answers keeps moving on the screen and the students have to click on the accurate answer. Once the answer is clicked it gives ashore showing the student whether the answer is accurate. Then, the next question needs to be answered. You can set difficulty level as well as timed or not timed activity. I think that students could do the activities in pairs that give room for collaboration. It shows many solutions and in math you have to get the accurate answer that makes sense for the game format.",0,1,1,0,0,0,Week 12,1,Peripheral
A,ins,"Wow! I cannot believe how quickly 14 weeks flew by. This course has been so wonderful and I am so glad that I took it as an elective.At the beginning of the semester, I defined online community as: ""A group of people that share a mutual identity, whether it be race, gender, religion, or sexual orientation... [a group] comprised of people who strongly associate themselves with that group but, perhaps even more important... [requires] a true social presence. In other words, members of the group must be able to develop and convey a true sense of themselves that includes their personality, passions, interests, and emotions."" I think this definition has remained the same for me throughout the semester, but I was able to see what it actually looked like, through assignments, discussions, and online interactions. I absolutely believe our class achieved becoming a true online community. Furthermore, I think our class did a wonderful job of achieving all six ""essential"" elements discussed in Palloff & Pratt.I appreciated having a class charter and the item that I kept close to heart was being open-minded to other peoples' comments and viewing responses with a positive lens. It was really cool to see how culture shaped classmates' responses, too.I don't know that I can limit my takeaways to just 2 items, however, what I believe to be important are: 1) There is a lot of work that goes into creating an academic online community! The technology that is chosen can make or break a course, and assignments should be meaningful; and 2) I firmly believe that academic online communities are very different than non-academic online communities. I think it is easier to develop a social presence and be authentic. I believe academic online communities provide a common goal, which allows classmates to share a general purpose from the get-go.I really liked the way this course was structured. I don't think I really have any suggestions except to continue with what works well. I liked how Instructor owned the process for the first half of the semester and then we all had a chance to create assignments for our classmates. I loved looking at lots of different types of technology, and we had to explore it right off the bat. I liked that we had general discussions, as well as small groups. As a M.A.-HRIR student, I had to take 8 credits outside of my major. I stumbled across this course while searching online last semester and I am so glad that I had the opportunity to take it!Thank you to Instructor and my classmates for making this semester a wonderful one! Best wishes to everyone!!",0,3,2,0,0,0,Week 14,1,Peripheral
B,A,A- I too agree that this class really has been able to create a true online community. This is my first time using Ning all my other classes have been Moodle.  I have enjoyed Moodle but I never felt the connection to the other students as I have in Ning.  I love Ning and think this format allows for a stronger sense of community.  I also think the way Instructor has lead the class has allowed us all to feel a strong sense of comfort and trust while sharing our thoughts and feeling.  I have enjoyed learning with you this semester and good luck to you with what is ahead,0,0,0,0,1,0,Week 14,0,Influencer
E,B,"B and A, I agree with the class being a true online community. I'll confess that I was a little annoyed having to learn Ning when my other online classes had been in Moodle. However, Ning significantly adds to the idea of social presence in ways that Moodle falls short",0,0,0,0,1,0,Week 14,0,Leader
R,E,"I totally agree with you, E. I also have another course on Moodle. I feel Ning provide the chance for us to create a community together. While Moodle is used for delivering materials although there is discussion forum there. But we always just post our own thoughts there.",0,0,0,0,0,1,Week 14,0,Leader
N,R,"One of the few limitations I find with Ning is that you can't copy and paste from other programs such as Microsoft Word, for example. Since aynchronous learning requires a certain amount of reflection, it would have helped if one could write in Word first, reflect on it for sometime, and then post to the Discussion Forum. Well, we all know that Ning was not designed as a Course Management System, so we have learned to live with the limitations",0,0,0,0,1,0,Week 14,0,Regular
R,A,"A, your opinion-""academic online communities are very different than non-academic online communities."" is interesting! Do you mean that in academic online community, we have a shared goal rather than different purposes or objectives in non-academic online community?",0,0,0,1,0,0,Week 14,0,Leader
N,A,"There sure is a lot of work that goes into developing and delivering instruction in an online environment. Without a doubt Instructor has done an excellent job of not only designing the instruction, but in helping keep our discussion focused. What I can also take away, in addition to what I already pointed out in my post, is that I need to emulate the hard work that Instructor put into this course.",0,0,0,0,1,0,Week 14,0,Regular
R,ins,"A) ""online learning community""Through various discussions with my colleagues, I have a deeper thought of online community now. An online learning environment is not an online learning community, sometimes. The key factor of online learning community is the collaboration, communication and interaction among learners. For example, some instructors use Moodle to deliver materials and sometimes use the forum discussion function. But learners have few interactions in the forum. They just post their own thoughts. Plus, they don't have group activities. Therefore, as far as I am concerned, it is an online learning environment but it isn't an online learning community. An effective online learning community has a fundamental characteristic that is people can easily build connections and they feel comfortable to ask for help and offer help to others. They can collaboratively form an active/interdependent learning atmosphere. I think we did create an effective online learning community. I got some feedbacks from my colleagues and the instructor. But to some extent, I feel I need more connections and suggestions.B) six _essential elements In this class, I think we feel comfortable to communicate with each other. We do have a sense of safety and trust. We usually have active dialogue in both large class group discussion and in base/small group discussion. And for some topics, colleagues bring outside relevant information into this course and we also post relevant motivators each week. Those always inspire me greatly! Sometimes, I just feel I need more feedbacks and suggestions, to some extent. C) In what ways (if any) did the establishment of Participation Expectations & Interaction Guidelines shape your experiences? Actually, this is my first real online course, in my life so far. I like it and it inspires me with several new thoughts of my research and teaching. I think the most important experiences for me is that creating this guideline helps me achieve a deeper thoughts about what is an effective online learning community. We do know how to form an effective online learning community in theoretical level, but putting it into practice is another story. Ideally, I do think many actions needed to be taken in order to create a more active and effective online learning community. D) Identify 2 _take aways from the course.""Take aways"": The most important one for me is I have a new idea about my further research. I think it's a good idea to make an exploratory case study in terms of this online course. Hope it would be offered by Instructor in the following years, so I can conduct my research :)Another one is this is the first time that I know online course can be organized in so many ways, such as various kinds of group discussions, learning team facilitation activity, creating guideline together, and so forth. I will apply these ways into my online course in the future. In addition, I have learned several useful tools, such as podcast, adobe connect.E) Identify suggestions for future CI 5323 courses. We might have some synchronous online meetings, like once a month or so. This is a good way to make close connections for our community.",0,2,4,0,0,0,Week 14,1,Leader
J,R,"R, I really liked how you mentioned Moodle being an online learning environment not an online learning community. I completely agree with this. When I have used Moodle in the past I have only ever worried about my responses. Even when I do have to post to others it is usually a very broad response with not a lot of response (if that makes sense). I think that the community we have created on Ning has become an online learning community because we have created a place where feedback was thoughtful and not just feedback so you could get done with the assignment.",0,0,0,0,1,0,Week 14,0,Regular
H,R,"R,I appreciate your comments, I too have had the experience with Moodle, NiNG and Black Board.  I have learned a lot in all the above environments, but I will have to agree that NING is much more personable collaboration.  I am experiencing working in Black board as a facilitator and I am going to make sure I can find ways to engage in a social environment with participants rather than an illustration approach.  I hope to find the tools I need for this as I explore BB.",0,0,0,0,1,0,Week 14,0,Regular
J,ins,"Online Community:When I first started this class, I think I had a very broad definition of what an online learning community was. I think I had always had an idea of what an online community was but not particularly an online learning community. Today when I think of an online learning community I think it is a group of people coming together in a mutual group for a common goal. During an online learning community people need to respond to others respectfully and honestly while still staying true to themselves.6 Essential Elements: As the semester has gone on I think we have definitely created a great online learning community in this class. I believe in this class we have used all of the 6 essentials mentioned in the book really well. In previous online classes we haven't had as many of these essential elements met. I think one we have done particularly well was responsiveness. Each one of us has responded thoughtfully to others opinions and thoughts regarding the various lessons. While we have responded to each other we have also shown each other lots of respect as well (I think at least).Class Charter:I think the class charter gave me a good idea of what to expect and what was going to be expected of me throughout the class. I also think it gave me an idea of what others expected out of each other and the teacher. Take Aways:I think one of my biggest take away from this class has to be how much work it takes to create a positive online learning community. When we first started creating our own lessons I had no idea how much work it took to look up resources and come up with content that works with what we are learning about. I also then didn't realize how many more times you must check the website when you are in charge of the class. Another take away from this class is how important motivation is when creating an online community. In my blog I talked a lot about how much I valued being able to participate in the other community when I wanted not when I was forced too.Suggestions:I don't really have any big suggestions for future courses. I liked the way it was structured and I liked that we were able to work at our own pace with things. The only thing that I can think of would be maybe one more synchronous chat (maybe at the beginning of the year) just so people can get to know each other better. ",0,4,2,0,0,0,Week 14,1,Regular
B,J,"J- I could not agree more with you about your take away.  I had this idea that maybe online classes would be an ""easier"" way to teach, but boy was I wrong.  I have learned so much about what it takes to create a successful online community.  The project was an wonderful eye opening experience and I it was interesting to think that we did this in a group.  What if you had to create this by yourself week after week.  I have enjoyed learning with you and wish you the best in all the comes ahead.",0,0,0,0,1,0,Week 14,0,Influencer
E,J,"J,I wholeheartedly agree with how much harder it was when we were the facilitators. Feeling responsible for the group's learning was both empowering and a little stressful. I was glad we had established the norms and knew more about each other by that point",0,0,0,0,1,0,Week 14,0,Leader
J,E,E I agree! There was no way we would have been able to be as successful as everyone was with our lessons if we had done them in the beginning of the year. It was nice to get an idea of what Instructor did each week and get to know one another before we made our own lessons.,0,0,0,0,0,1,Week 14,0,Regular
G,E,"Hi E,That's a good way to describe our week as facilitators - ""empowering and a little stressful."" I agree about the timing of that activity too, as we felt more comfortable with one another by that time. If it was moved to the first few weeks of the semester it may have been way more stressful, and not as enjoyable or fulfilling.",0,0,0,0,0,1,Week 14,0,Regular
R,J,"I agree with you , J. It's better to have one more synchronous chat at the beginning of the course. I remember at the first two weeks, Instructor sent out an email to encourage us being active in Ning. I think it would be better if we had a synchronous chat at that time",0,0,0,0,1,0,Week 14,0,Leader
T,J,"J, I wanted to pop in quick and agree with your take away. There is so much work that is required to get the online course up and running and then maintenance on top of that is almost enough for a full time job. I couldn't imagine teaching more than one online class if you are looking to keep the quality up and experience such a fantastic product like we have.When our group was facilitating, I felt like every spare moment I had needed to be spent reading discussion posts and answering questions. So much work, but definitely worth the investment.",0,0,0,0,1,0,Week 14,0,Starter
M,ins,"Before I begin to address Instructor's prompts, I need to admit something. _I took this class to learn how to teach online better, but I also took it because I needed the flexibility in my hectic schedule. _In the end, what motivated to participate was our conversations.Online Community:In Week 02, despite writing the longest post I have ever written for this class, I said that in order to be an authentic community we need to work at it, shifting and adjusting to meet our needs. _I'm sticking with that. _I felt like our class adjusted to our needs. _I think about all the student led weeks and how each group had us engage with various content in a variety of ways. _I think we pushed each other, but also respected each others' time, knowing we are all very busy. _I think also we began to feel more comfortable talking to one another and the conversations became more natural and, at least for me, I wanted to respond not because I had to (for my grade), but because I genuinely wanted to participate in the conversations. _So, ultimately, I believe we did create an online learning community. _I know I've said it before, but every time after going to one of my horrible f-2-f classes where the instructor did very little to create community I would think about this class and just be amazed at how much more I felt part of something in this class when I have never even met anyone in person besides R! _That says a lot.Six Essential Elements:I cannot say for sure that we met all these six elements, but I think we hit them all in different ways. _Here are my examples:honesty - I so appreciated Instructor when she'd say she had something going on and that she would post the week's information at a later time. _It made me trust her more. _If she is being this honest with us, we can be honest back. _It was like she was admitting to being, well, human. _I so appreciated that.responsiveness - Wowza! _I think of my group E, J, and L. _Somehow we managed to set up a week's worth of work and monitor it. _We did this all through a threaded discussion and Google docs. _I think we took Jonnson & Johnson's cooperative learning seriously. _We swam together! relevance - here I think of all the groups! _Everyone worked hard to make the content they taught relevant to each of us by recognizing there are a variety of learners in this class who hope to use the information in a variety of ways in their own education or professional life. respect - I will be honest in one of the threaded discussions I wondered why my post got so much ""action."" _And R can attest, I felt a little uneasy about it. _After spending a few days thinking about it, I was pretty dang proud. _Some people challenged me and asked hard questions while others agreed with me. _I think that's a strong sign of respect. _By challenging each other in kind ways it demonstrates we respect each other and want each other to think in different ways. _We come out better in the end openness - If I had to give an award for this one, I'd give it to T.In every single post of his he was positive and open to various ideas. _He was always looking for ways to connect what was being presented to his own work and even when it wasn't he saw value in just learning about it. _Kudos to T.empowerment - I will admit this is one of those words that I feel like is a great word to use with youth, but as an adult I feel like it somehow doesn't hold as much value. _This is where I think, ""you are an adult. _Suck it up and do the work."" _However, again, whenever I would attend my yucky f-2-f class and then come into this class I always felt empowered to contribute. _This is not the case in the yucky f-2-f class. _In that class sometimes I can't suck it up. _I just want to leave. _This was never ever the case in this class! Class Charter:We rocked it! _I think everyone took the development of this charter seriously and then acted accordingly. _I think this really set the tone of the class. _I made me feel more safe to take risks.Take Aways:I want to learn more about communities of practice and communities of inquiry. _I feel like this term ""community"" can be overused, so I'd like to spend more time with these two concepts and see how they may be worked into my research.Organization! _Wow. _As a teacher educator I am always watching how others teach. _I am convinced that Instructor is the most organized person on the planet. _I'm also convinced that online teaching takes more time, energy and commitment than f-2-f. _I've always cringed when people say, ""oh it's online so it'll be easier."" _I think there is this commonsense notion that b/c you could be in your pajamas at home or in a cafe while in your online class, it's easier. _To those folks, I say take an online class (one that others say is excellent), then let's talk! Suggestions:If there was a way to maybe meet synchronously earlier in the class and again at the end, that would be great! _I think then we'd have a better sense of the types of community that gets built in synchronous vs. asynchronous. _Stick with Ning!! _Oh, was I so happy not to be in Moodle. _Thank you! _Oh, and keep the motivators. _There were times I really needed the silly videos or quotes.Burning Questions I have none. _Thank you for a great class everyone!",0,1,5,0,0,0,Week 14,1,Influencer
B,M,"M- thank you for addressing how each of the 6 areas effected you.  I really enjoyed your examples and agree with them all.  I do think that Instructor is a very organized teacher.  I also think that she really modeled all 6 elements for us during class.  I think that this sets the tone for the class and often times as happened here, the class follows suit.  I also LOVED the motivators and plan on using many of them in the future.  I have enjoyed reading your posts and with you much future success.",0,0,0,0,1,0,Week 14,0,Influencer
S,M,"Great observations here, M. I agree that Instructor has to be one of the most organized people I've met - it also brings to mind the challenges that lay ahead for some of us who have learned excellent online instructional strategies here, but who may encounter colleagues who lack this knowledge and plan to merely load content online with little understanding of how profoundly this approach differs from that of F2F learning. I intend to do what I can to gently promote quality online offerings, to avoid disappointing my online learners in this way. Incorporating these six essential elements will definitely be helpful.",0,0,0,0,1,0,Week 14,0,Influencer
O,S,"S and M - Just to agree with you, this class definitely sets the bar high in terms of my expectations for online education! I know all my online courses in the near future will to some extent be measured against this one! :-)M - I also appreciated your thoughts about respect. I agree that we show respect for each other by engaging with each other. I would much rather have started a discussion inadvertanly from something I posted, than to have my comments ignored. Thanks for your thoughts :-)",0,0,0,0,2,0,Week 14,0,Regular
R,M,"Thanks for your six great examples M! I understand your unease when Some people challenged you and asked hard questions. I think it is also a kind of openness, glad you feel comfortable soon :)",0,0,0,0,1,0,Week 14,0,Leader
H,M,"Hello M,Funny how you commented on the ""it's easier"" to be on an online class apposed to be in class...PLEASE!!!I work in my home and then travel for training, my family/friends think just because I can roll out of bed and start work or class in my pajamas it is NOT work. _I have never worked harder than I do now!!! _My position is busier and more intense, same for online school. _I get more out of online because I can engage in conversation (posting) at any time----I can have students come back to class to repeat what they said :). _!!!Many of us have suggested to have more synchronous opportunities....I agree it does help with the sense of community we are in...I too loved the motivators!!! ",0,0,0,0,1,1,Week 14,0,Regular
T,M,"M, First off, I feel privileged to be included in your final discussion post :-) Your insight throughout this course has been very motivating to me. I mentioned this earlier that I found it hard to find commonalities with anyone in the initial VoiceThread assignment, but as the discussions grew, I found my home within this community. I just wanted to thank you for being so open with your comments as well. It was one of the factors that made me feel so comfortable in sharing my experiences. You brought up some great points about feeling like a part of close community with a large group of people you have never met in person. In my mind this course alone has erased all the stereotypes I have ever held about online courses. The level of cooperative learning that occurred wasn't by accident, but the product of hard work and openness by everyone.I hope your teacher ed students realize what a great resource they have! Teaching has been extremely rewarding and sometimes those experiences are what future teachers really need to hear before they being their own career. I wish I would've had some seasoned teachers who have been in the ""trenches"" share theirs story with me.",0,0,0,0,1,1,Week 14,0,Starter
D,M,"M, impressive examples for these six essential elements!When you mentioned ""variety of learners in this class who hope to use the information in a variety of ways in their own education or professional life"" in Relevance, it reminded me maybe we could group our small groups according to the grade of learner we work with, or the area (pedagogy/content/technology...) we work on, in order to boost members' exchange of experience/strategy/skill in a specific professional field.",0,0,0,0,0,1,Week 14,0,Regular
B,ins,"A. Online Communities in week 2:I really enjoyed going back and looking at my thoughts in week 2.  After reading my comments I feel that they are still true and important.  Online communities to me are a group of people who gather together from a variety of places to learn, share, reflect, or experience something.  Rather that be education like in our case, or how to be a more effective parent, or better runner.  As I stated in week 2, I have been an online learner for the past three years.  I have really enjoyed my courses but feel that this course has really taught me about a true online community.The connections, and interactions that have been shown in this course have not always been their for me in other courses.  This has truly been an amazing experience. B, Six Elements:I would say in my experience that all 6 areas from the Pratt and Palloff reading were meet in this course. Honesty: I felt that Instructor lead the way throughout this course and shared her thoughts, and feelings.  She was honest with the group about herself and I think that opened the door for us as students to follow and feel comfortable sharing about us.  I also feel that each member of this class shared ""honest"" posts and responses.They shared feed back that gave the group different view points and talking points.Responsiveness: I feel all members did a nice job of responding to posts and thoughts in a timely manner.Respect: Again I think that Instructor took the lead and has always been respectful of our time, busy days, families and other courses.  Respect has been shown in out deadlines, feedback and out all feel of the class. Openness: I have really been impressed with the amount of ""openness"" that has been shown.I think that everyone has felt that they can share there thoughts and opinions in this safe community.Empowerment: As stated in the reading online communities ""empower"" students to take their learning farther.  I has been a great experience to take this learning and apply it during our week of teaching.  That exercise really helped me to gain my ""empowerment"" that I could do this in my work place.C. I really liked the Charter.  It was a great way to start the course so we all understood the expectations and responsibilities.  We all had a chance to make suggestions which helped to make the course our own. I also think that it does a nice job of leveling the playing field.  You gave all members a chance to share, and laid out the expectations so that we were all on the same page.D. Two take away:For me the first take away is how much work, effort, information, reflection and time goes into online classes.  I hope to be able to someday offer an ECFE class online for busy parents.  This class has helped me gain a better understanding of way it takes for it to be successful.  During our teaching week and in the weeks that's leading up to our week, there was a lot of prep work that needed to be done and a lot of follow up.The second take away is the importance of really creating a community.  Allowing people to share their thoughts, ideas, experiences, and feelings allows for try and interesting learning to take place. I loved all the difference technology that was used, allowing for people to not only learn new technology but to use pieces that they were comfortable with. I enjoyed the voice threads for longer posts, and the flipgrid for short thoughts.I think that laying out the expectation at the start of the course allows learners to understand where we are going. E. This has truly been one of my favorite courses.  I signed up because I needed 2 more credits and I needed them to be online.  I am leaving the course a much better online students. I enjoyed the group assignment, and the weekly motivators were super cool. I would have enjoyed one more live online chat, maybe in the middle of the course.  It is a nice way to connect in an all online course.F. No big questions- I just wish everyone well in what ever is ahead for you, and Thank Instructor for leading a great course.",0,3,3,0,0,0,Week 14,1,Influencer
J,B,"B, I really like your second take away about the importance of creating a community. In previous online classes I have taken we have only ever used Moodle and I never felt that we really created a community like you would in a classroom. But this class has really shown me how important it is to create an online community and like you said also, how much work it takes as well. Hope you have a wonderful summer!",0,0,0,0,1,0,Week 14,0,Regular
S,B,"I agree with your comment that this is one of your/my favorite courses - the application to what I do in my day-to-day work is amazing! I can't help but think that, as they now say about education: you can't afford to stop educating yourself in this new digital world, with its ever-increasing pace of change, or you risk falling critically behind. Returning to school after decades away has taught me two things: 1) That I truly love learning, and 2) That I really cannot risk falling so far behind again, educationally. It's been the best move I've made in re-energizing both my professional and personal life!",0,0,0,0,1,0,Week 14,0,Influencer
T,S,"S,Thanks for sharing your story! I share your sentiment that this has also been one of my favorite classes and probably one of the most rewarding. Isn't it refreshing to be the student once again?",0,0,0,1,0,0,Week 14,0,Starter
S,T,"Yes, T - and thank you for being a bit of an inspiration to me, in the way you handled the development of the video tutorial for our group assignment; it was interesting to me to see how much we can learn through others - and also interesting to discover that , ""we don't know what we don't know, yet"" about the degree of clarity we think we are providing vs. what kind of message was actually received by the learner.In my work, we have developed all of the explanatory language on our webpage, to support the roll-out of a new MOOC course offering through Coursera, and how a dental professional can work with us to receive the 20 CE credits available with this MOOC - and as I asserted to my director, ""we don't know what we don't know yet,"" about the clarity of the process (she sweats the details, as a good director should ;) and I've heard her repeat this phrase of mine to others more than a few times, so I think she's made this allowance within her thinking, for possible error/omission in what we've done with this all-new initiative. As Instructor said, relative to these newer technologies: you have to give it your best shot, and then adopt an attitude of flexibility/humor when it doesn't go quite as planned. I feel that, as a group, we succeeded in this here, T - it was great working with you and A on this project - thanks, and good luck to you. By the looks of it, you're way out in front of the ""pack"" in embracing these technologies!",0,0,0,1,1,0,Week 14,0,Influencer
E,B,"B,I also agree with you and S about it being a favorite course. While I am so ready for the semester to be done (I have a high school graduation party to plan), I am going to miss this class. The learning was on so many levels and even though it required participation at such frequency I wanted to log in and participate rather than just needing to check it off the list. Thanks to everyone!",0,0,0,0,1,0,Week 14,0,Leader
S,E,"Great being in this course with you, E - I enjoyed your perspectives here. I, too, have a graduation party to plan - my husband sent out the invitations for me, so that's a big ""check"" off the list of things to do! Best to you in your future endeavors, S",0,0,0,1,0,0,Week 14,0,Influencer
H,B,"HI BI too have learned a lot more when it comes to the amount of time and energy it takes to teach online.  I have to begin creating power points and putting them on Black Board and start presenting from there because of travel cost for staff.  This is exciting yet very challenging!!!  I am not comfortable yet when technology goes wrong and I am left hanging not knowing how to recover :)It has been great having you in class and being on the assignment with you...good luck and take care",0,0,0,1,0,0,Week 14,0,Regular
I,B,"B, I was also impressed at the level of honesty people had in this course. One of the reason why it was easy for me to be open to everyone in the class was because everyone was really honest and open about their own personal experience. ",0,0,0,0,1,0,Week 14,0,Mediator
